call_id,call_datetime,call_date,call_time,direction,status,duration_sec,duration_fmt,account_id,delinquency_bucket,agent_id,agent_name,agent_type,sentiment,ptp_outcome,ptp_amount_sar,latency_ms,call_score
CL-8261,2026-03-06 21:55:59,2026-03-06,21:55:59,Outbound,FINISHED,169,2m 49s,WAT-009384,31-60 DPD,AI-BOT,AI Voice Bot,AI,Positive,PTP Captured,1042700,10764,8.2
CL-8282,2026-03-07 08:33:35,2026-03-07,08:33:35,Outbound,USER DID NOT ANSWER,0,0s,WAT-004868,Write-off,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,393,
CL-8268,2026-03-07 08:37:28,2026-03-07,08:37:28,Outbound,USER DID NOT ANSWER,0,0s,WAT-009326,1-30 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,306,
CL-8314,2026-03-07 08:54:10,2026-03-07,08:54:10,Outbound,NO CUSTOMER SPEECH,13,0m 13s,WAT-005891,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1984,
CL-8288,2026-03-07 09:10:14,2026-03-07,09:10:14,Outbound,DECLINED BY USER,41,0m 41s,WAT-008570,NPA,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,1089,
CL-8276,2026-03-07 09:14:15,2026-03-07,09:14:15,Outbound,FINISHED,600,10m 0s,WAT-002922,NPA,AGT-007,Faisal Al-Rashidi,Human,Neutral,Refused,0,5499,6.2
CL-8283,2026-03-07 09:22:03,2026-03-07,09:22:03,Outbound,FINISHED,64,1m 4s,WAT-008215,31-60 DPD,AGT-021,Bandar Al-Qahtani,Human,Neutral,PTP Captured,1359800,901,7.3
CL-8271,2026-03-07 09:40:47,2026-03-07,09:40:47,Outbound,FINISHED,55,0m 55s,WAT-002488,31-60 DPD,AI-BOT,AI Voice Bot,AI,Positive,PTP Captured,338900,2723,7.1
CL-8270,2026-03-07 09:47:39,2026-03-07,09:47:39,Outbound,FINISHED,120,2m 0s,WAT-004109,31-60 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,1265700,552,5.0
CL-8263,2026-03-07 10:06:48,2026-03-07,10:06:48,Outbound,NO CUSTOMER SPEECH,14,0m 14s,WAT-009899,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,506,
CL-8299,2026-03-07 10:09:30,2026-03-07,10:09:30,Outbound,USER DID NOT ANSWER,0,0s,WAT-003660,NPA,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,2019,
CL-8266,2026-03-07 10:14:18,2026-03-07,10:14:18,Outbound,NO CUSTOMER SPEECH,1,0m 1s,WAT-007500,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,1113,
CL-8284,2026-03-07 10:39:41,2026-03-07,10:39:41,Outbound,NO CUSTOMER SPEECH,19,0m 19s,WAT-008494,NPA,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,5076,
CL-8267,2026-03-07 11:20:20,2026-03-07,11:20:20,Outbound,USER DID NOT ANSWER,0,0s,WAT-006589,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,4388,
CL-8296,2026-03-07 11:38:10,2026-03-07,11:38:10,Outbound,NO CUSTOMER SPEECH,20,0m 20s,WAT-001514,31-60 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,669,
CL-8302,2026-03-07 11:46:45,2026-03-07,11:46:45,Outbound,USER DID NOT ANSWER,0,0s,WAT-003618,31-60 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,984,
CL-8290,2026-03-07 11:49:25,2026-03-07,11:49:25,Outbound,NO CUSTOMER SPEECH,31,0m 31s,WAT-006457,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,3053,
CL-8305,2026-03-07 12:21:41,2026-03-07,12:21:41,Outbound,USER DID NOT ANSWER,0,0s,WAT-007533,1-30 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,6452,
CL-8300,2026-03-07 12:27:44,2026-03-07,12:27:44,Outbound,FINISHED,148,2m 28s,WAT-005019,1-30 DPD,AGT-024,Mohammed Al-Zahrani,Human,Positive,No PTP,0,1036,8.0
CL-8295,2026-03-07 12:48:40,2026-03-07,12:48:40,Outbound,DECLINED BY USER,18,0m 18s,WAT-001389,61-90 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,665,
CL-8292,2026-03-07 12:57:49,2026-03-07,12:57:49,Outbound,USER DID NOT ANSWER,0,0s,WAT-002036,NPA,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,1512,
CL-8274,2026-03-07 12:58:05,2026-03-07,12:58:05,Outbound,FINISHED,20,0m 20s,WAT-003434,Write-off,AGT-007,Faisal Al-Rashidi,Human,Negative,Refused,0,1095,2.1
CL-8294,2026-03-07 13:15:26,2026-03-07,13:15:26,Outbound,USER DID NOT ANSWER,0,0s,WAT-005328,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1125,
CL-8304,2026-03-07 13:15:39,2026-03-07,13:15:39,Outbound,USER DID NOT ANSWER,0,0s,WAT-008123,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1027,
CL-8280,2026-03-07 13:20:47,2026-03-07,13:20:47,Outbound,DECLINED BY USER,32,0m 32s,WAT-003731,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,326,
CL-8309,2026-03-07 13:27:43,2026-03-07,13:27:43,Outbound,USER DID NOT ANSWER,0,0s,WAT-005781,31-60 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,388,
CL-8279,2026-03-07 13:33:16,2026-03-07,13:33:16,Outbound,USER DID NOT ANSWER,0,0s,WAT-000492,Write-off,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1055,
CL-8289,2026-03-07 13:42:42,2026-03-07,13:42:42,Outbound,USER DID NOT ANSWER,0,0s,WAT-009172,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,867,
CL-8265,2026-03-07 13:42:50,2026-03-07,13:42:50,Outbound,USER DID NOT ANSWER,0,0s,WAT-001837,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,1865,
CL-8298,2026-03-07 14:04:40,2026-03-07,14:04:40,Outbound,DECLINED BY USER,3,0m 3s,WAT-001567,31-60 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,512,
CL-8312,2026-03-07 14:04:47,2026-03-07,14:04:47,Outbound,USER DID NOT ANSWER,0,0s,WAT-000105,Write-off,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,820,
CL-8269,2026-03-07 14:13:24,2026-03-07,14:13:24,Outbound,NO CUSTOMER SPEECH,43,0m 43s,WAT-002787,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,375,
CL-8281,2026-03-07 14:23:15,2026-03-07,14:23:15,Outbound,FINISHED,70,1m 10s,WAT-002030,61-90 DPD,AGT-007,Faisal Al-Rashidi,Human,Neutral,Refused,0,655,5.0
CL-8286,2026-03-07 16:01:46,2026-03-07,16:01:46,Outbound,FINISHED,52,0m 52s,WAT-003023,Write-off,AGT-024,Mohammed Al-Zahrani,Human,Positive,No PTP,0,2153,9.1
CL-8277,2026-03-07 16:03:20,2026-03-07,16:03:20,Outbound,NO CUSTOMER SPEECH,18,0m 18s,WAT-001076,Write-off,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,647,
CL-8297,2026-03-07 16:06:31,2026-03-07,16:06:31,Outbound,DECLINED BY USER,4,0m 4s,WAT-002917,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,550,
CL-8316,2026-03-07 16:08:18,2026-03-07,16:08:18,Outbound,USER DID NOT ANSWER,0,0s,WAT-000371,Write-off,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2529,
CL-8285,2026-03-07 16:42:02,2026-03-07,16:42:02,Outbound,FINISHED,360,6m 0s,WAT-004685,Write-off,AGT-021,Bandar Al-Qahtani,Human,Positive,PTP Captured,1460800,2448,9.0
CL-8317,2026-03-07 16:49:33,2026-03-07,16:49:33,Outbound,DECLINED BY USER,7,0m 7s,WAT-001853,61-90 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,2486,
CL-8272,2026-03-07 17:07:12,2026-03-07,17:07:12,Outbound,DECLINED BY USER,35,0m 35s,WAT-009273,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1401,
CL-8313,2026-03-07 17:12:35,2026-03-07,17:12:35,Outbound,DECLINED BY USER,6,0m 6s,WAT-009123,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,402,
CL-8315,2026-03-07 17:35:07,2026-03-07,17:35:07,Outbound,DECLINED BY USER,2,0m 2s,WAT-002590,61-90 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,1298,
CL-8307,2026-03-07 17:39:40,2026-03-07,17:39:40,Web,USER DID NOT ANSWER,0,0s,WAT-001156,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,729,
CL-8287,2026-03-07 18:26:11,2026-03-07,18:26:11,Outbound,FINISHED,52,0m 52s,WAT-004571,1-30 DPD,AGT-021,Bandar Al-Qahtani,Human,Neutral,Refused,0,3458,6.2
CL-8275,2026-03-07 18:36:27,2026-03-07,18:36:27,Outbound,FINISHED,62,1m 2s,WAT-008196,31-60 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,922300,613,5.4
CL-8310,2026-03-07 19:03:42,2026-03-07,19:03:42,Outbound,NO CUSTOMER SPEECH,26,0m 26s,WAT-004929,NPA,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,977,
CL-8291,2026-03-07 19:42:55,2026-03-07,19:42:55,Outbound,DECLINED BY USER,27,0m 27s,WAT-001541,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1928,
CL-8301,2026-03-07 20:41:47,2026-03-07,20:41:47,Outbound,DECLINED BY USER,12,0m 12s,WAT-003681,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2455,
CL-8308,2026-03-07 20:42:13,2026-03-07,20:42:13,Outbound,USER DID NOT ANSWER,0,0s,WAT-000888,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1796,
CL-8278,2026-03-07 20:55:01,2026-03-07,20:55:01,Outbound,NO CUSTOMER SPEECH,20,0m 20s,WAT-003862,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1169,
CL-8264,2026-03-07 21:11:54,2026-03-07,21:11:54,Outbound,FINISHED,25,0m 25s,WAT-009721,NPA,AGT-007,Faisal Al-Rashidi,Human,Neutral,PTP Captured,1138700,1883,4.8
CL-8273,2026-03-07 21:14:03,2026-03-07,21:14:03,Outbound,USER DID NOT ANSWER,0,0s,WAT-002440,NPA,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,2687,
CL-8306,2026-03-07 21:34:08,2026-03-07,21:34:08,Outbound,NO CUSTOMER SPEECH,17,0m 17s,WAT-001105,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2724,
CL-8303,2026-03-07 21:34:10,2026-03-07,21:34:10,Outbound,FINISHED,26,0m 26s,WAT-002367,Write-off,AGT-003,Khaled Al-Otaibi,Human,Positive,PTP Captured,805600,2120,9.6
CL-8311,2026-03-07 21:39:57,2026-03-07,21:39:57,Outbound,DECLINED BY USER,22,0m 22s,WAT-000710,31-60 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,1327,
CL-8293,2026-03-07 21:56:23,2026-03-07,21:56:23,Outbound,NO CUSTOMER SPEECH,18,0m 18s,WAT-008070,61-90 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,1581,
CL-8351,2026-03-09 08:22:12,2026-03-09,08:22:12,Outbound,DECLINED BY USER,37,0m 37s,WAT-001622,31-60 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,1068,
CL-8335,2026-03-09 08:33:50,2026-03-09,08:33:50,Outbound,NO CUSTOMER SPEECH,16,0m 16s,WAT-006962,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,571,
CL-8370,2026-03-09 08:52:44,2026-03-09,08:52:44,Outbound,USER DID NOT ANSWER,0,0s,WAT-002395,31-60 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,2736,
CL-8374,2026-03-09 08:55:56,2026-03-09,08:55:56,Outbound,DECLINED BY USER,10,0m 10s,WAT-001010,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1356,
CL-8368,2026-03-09 09:15:42,2026-03-09,09:15:42,Outbound,DECLINED BY USER,27,0m 27s,WAT-005783,1-30 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,1033,
CL-8336,2026-03-09 09:20:52,2026-03-09,09:20:52,Outbound,USER DID NOT ANSWER,0,0s,WAT-007921,1-30 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,5588,
CL-8329,2026-03-09 09:37:59,2026-03-09,09:37:59,Outbound,FINISHED,65,1m 5s,WAT-009484,61-90 DPD,AGT-012,Nora Al-Khalid,Human,Neutral,Broken PTP,0,2663,4.3
CL-8360,2026-03-09 09:51:20,2026-03-09,09:51:20,Outbound,FINISHED,105,1m 45s,WAT-002883,Write-off,AGT-024,Mohammed Al-Zahrani,Human,Positive,Refused,0,516,8.1
CL-8324,2026-03-09 10:16:24,2026-03-09,10:16:24,Outbound,DECLINED BY USER,16,0m 16s,WAT-000299,61-90 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,872,
CL-8319,2026-03-09 10:18:14,2026-03-09,10:18:14,Outbound,USER DID NOT ANSWER,0,0s,WAT-001711,Write-off,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,1110,
CL-8331,2026-03-09 10:31:02,2026-03-09,10:31:02,Outbound,NO CUSTOMER SPEECH,37,0m 37s,WAT-009570,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,1762,
CL-8361,2026-03-09 10:42:49,2026-03-09,10:42:49,Outbound,USER DID NOT ANSWER,0,0s,WAT-009635,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,4175,
CL-8358,2026-03-09 10:51:52,2026-03-09,10:51:52,Outbound,USER DID NOT ANSWER,0,0s,WAT-002090,31-60 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,1444,
CL-8367,2026-03-09 10:53:55,2026-03-09,10:53:55,Outbound,FINISHED,63,1m 3s,WAT-006919,NPA,AGT-024,Mohammed Al-Zahrani,Human,Negative,No PTP,0,1874,4.0
CL-8364,2026-03-09 10:54:45,2026-03-09,10:54:45,Outbound,FINISHED,10,0m 10s,WAT-001475,61-90 DPD,AGT-008,Hessa Al-Ghamdi,Human,Neutral,Refused,0,2791,7.4
CL-8363,2026-03-09 11:03:29,2026-03-09,11:03:29,Outbound,NO CUSTOMER SPEECH,44,0m 44s,WAT-004672,31-60 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,423,
CL-8346,2026-03-09 12:13:50,2026-03-09,12:13:50,Outbound,DECLINED BY USER,15,0m 15s,WAT-001889,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,1071,
CL-8349,2026-03-09 12:15:27,2026-03-09,12:15:27,Outbound,USER DID NOT ANSWER,0,0s,WAT-003744,Write-off,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,1995,
CL-8342,2026-03-09 12:24:57,2026-03-09,12:24:57,Outbound,DECLINED BY USER,8,0m 8s,WAT-006420,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,365,
CL-8345,2026-03-09 12:54:08,2026-03-09,12:54:08,Outbound,NO CUSTOMER SPEECH,23,0m 23s,WAT-008909,1-30 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,6696,
CL-8375,2026-03-09 13:09:11,2026-03-09,13:09:11,Outbound,USER DID NOT ANSWER,0,0s,WAT-002761,NPA,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,2433,
CL-8327,2026-03-09 13:20:54,2026-03-09,13:20:54,Outbound,NO CUSTOMER SPEECH,14,0m 14s,WAT-002557,1-30 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,1619,
CL-8318,2026-03-09 13:29:47,2026-03-09,13:29:47,Outbound,FINISHED,17,0m 17s,WAT-008495,61-90 DPD,AGT-021,Bandar Al-Qahtani,Human,Neutral,No PTP,0,933,5.5
CL-8355,2026-03-09 13:32:04,2026-03-09,13:32:04,Outbound,DECLINED BY USER,26,0m 26s,WAT-003342,NPA,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,693,
CL-8353,2026-03-09 13:52:25,2026-03-09,13:52:25,Outbound,DECLINED BY USER,0,0s,WAT-003039,1-30 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,1666,
CL-8369,2026-03-09 13:59:24,2026-03-09,13:59:24,Outbound,DECLINED BY USER,16,0m 16s,WAT-005753,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,2602,
CL-8340,2026-03-09 14:13:57,2026-03-09,14:13:57,Outbound,USER DID NOT ANSWER,0,0s,WAT-001531,1-30 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,514,
CL-8338,2026-03-09 14:16:07,2026-03-09,14:16:07,Outbound,DECLINED BY USER,1,0m 1s,WAT-004227,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,699,
CL-8325,2026-03-09 14:16:24,2026-03-09,14:16:24,Outbound,USER DID NOT ANSWER,0,0s,WAT-002274,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,930,
CL-8371,2026-03-09 15:04:56,2026-03-09,15:04:56,Outbound,FINISHED,103,1m 43s,WAT-006306,NPA,AI-BOT,AI Voice Bot,AI,Neutral,Refused,0,15200,5.1
CL-8348,2026-03-09 15:12:24,2026-03-09,15:12:24,Outbound,USER DID NOT ANSWER,0,0s,WAT-003153,Write-off,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,2771,
CL-8341,2026-03-09 15:27:12,2026-03-09,15:27:12,Outbound,NO CUSTOMER SPEECH,44,0m 44s,WAT-000374,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,968,
CL-8320,2026-03-09 15:30:18,2026-03-09,15:30:18,Outbound,DECLINED BY USER,26,0m 26s,WAT-005566,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,6044,
CL-8334,2026-03-09 15:38:34,2026-03-09,15:38:34,Outbound,NO CUSTOMER SPEECH,0,0s,WAT-003421,1-30 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,2806,
CL-8347,2026-03-09 15:43:56,2026-03-09,15:43:56,Outbound,NO CUSTOMER SPEECH,17,0m 17s,WAT-004692,61-90 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,3187,
CL-8373,2026-03-09 15:53:27,2026-03-09,15:53:27,Outbound,NO CUSTOMER SPEECH,0,0s,WAT-003640,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,706,
CL-8326,2026-03-09 16:00:16,2026-03-09,16:00:16,Outbound,USER DID NOT ANSWER,0,0s,WAT-001260,1-30 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,1137,
CL-8372,2026-03-09 16:32:52,2026-03-09,16:32:52,Outbound,USER DID NOT ANSWER,0,0s,WAT-003061,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2568,
CL-8337,2026-03-09 16:37:37,2026-03-09,16:37:37,Outbound,USER DID NOT ANSWER,0,0s,WAT-002802,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1518,
CL-8343,2026-03-09 16:44:34,2026-03-09,16:44:34,Outbound,NO CUSTOMER SPEECH,15,0m 15s,WAT-000472,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,1131,
CL-8352,2026-03-09 16:44:38,2026-03-09,16:44:38,Outbound,FINISHED,10,0m 10s,WAT-009145,31-60 DPD,AI-BOT,AI Voice Bot,AI,Neutral,No PTP,0,4014,4.1
CL-8354,2026-03-09 16:55:10,2026-03-09,16:55:10,Outbound,FINISHED,125,2m 5s,WAT-008360,61-90 DPD,AI-BOT,AI Voice Bot,AI,Positive,No PTP,0,2078,9.5
CL-8350,2026-03-09 17:00:17,2026-03-09,17:00:17,Outbound,DECLINED BY USER,29,0m 29s,WAT-000966,Write-off,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,1160,
CL-8339,2026-03-09 17:07:01,2026-03-09,17:07:01,Outbound,NO CUSTOMER SPEECH,12,0m 12s,WAT-002315,Write-off,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1022,
CL-8332,2026-03-09 17:31:19,2026-03-09,17:31:19,Outbound,DECLINED BY USER,23,0m 23s,WAT-001846,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,912,
CL-8366,2026-03-09 17:36:27,2026-03-09,17:36:27,Outbound,FINISHED,77,1m 17s,WAT-008395,31-60 DPD,AI-BOT,AI Voice Bot,AI,Positive,No PTP,0,893,9.2
CL-8321,2026-03-09 18:15:17,2026-03-09,18:15:17,Outbound,USER DID NOT ANSWER,0,0s,WAT-009496,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,1058,
CL-8344,2026-03-09 18:21:20,2026-03-09,18:21:20,Outbound,NO CUSTOMER SPEECH,15,0m 15s,WAT-001680,1-30 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,1375,
CL-8322,2026-03-09 18:29:15,2026-03-09,18:29:15,Outbound,NO CUSTOMER SPEECH,18,0m 18s,WAT-004872,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1700,
CL-8362,2026-03-09 18:41:58,2026-03-09,18:41:58,Outbound,DECLINED BY USER,27,0m 27s,WAT-009964,NPA,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,4942,
CL-8357,2026-03-09 19:37:21,2026-03-09,19:37:21,Outbound,USER DID NOT ANSWER,0,0s,WAT-007247,61-90 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,1176,
CL-8359,2026-03-09 20:27:40,2026-03-09,20:27:40,Outbound,USER DID NOT ANSWER,0,0s,WAT-002372,NPA,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,2238,
CL-8365,2026-03-09 20:49:36,2026-03-09,20:49:36,Outbound,USER DID NOT ANSWER,0,0s,WAT-001135,31-60 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,1901,
CL-8333,2026-03-09 21:10:00,2026-03-09,21:10:00,Outbound,NO CUSTOMER SPEECH,0,0s,WAT-005764,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,5700,
CL-8330,2026-03-09 21:45:52,2026-03-09,21:45:52,Outbound,NO CUSTOMER SPEECH,35,0m 35s,WAT-006752,31-60 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,5810,
CL-8356,2026-03-09 21:50:11,2026-03-09,21:50:11,Outbound,FINISHED,117,1m 57s,WAT-001772,1-30 DPD,AI-BOT,AI Voice Bot,AI,Positive,PTP Captured,122800,2133,7.3
CL-8323,2026-03-09 21:56:34,2026-03-09,21:56:34,Outbound,USER DID NOT ANSWER,0,0s,WAT-007045,31-60 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,2646,
CL-8328,2026-03-09 21:58:19,2026-03-09,21:58:19,Outbound,DECLINED BY USER,42,0m 42s,WAT-004295,31-60 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,4651,
CL-8399,2026-03-10 08:04:47,2026-03-10,08:04:47,Outbound,DECLINED BY USER,2,0m 2s,WAT-004480,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,1027,
CL-8423,2026-03-10 08:20:25,2026-03-10,08:20:25,Outbound,DECLINED BY USER,13,0m 13s,WAT-000414,Write-off,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1706,
CL-8382,2026-03-10 08:39:30,2026-03-10,08:39:30,Outbound,NO CUSTOMER SPEECH,21,0m 21s,WAT-009712,31-60 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,994,
CL-8424,2026-03-10 09:02:42,2026-03-10,09:02:42,Outbound,NO CUSTOMER SPEECH,32,0m 32s,WAT-000371,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,3712,
CL-8401,2026-03-10 09:32:44,2026-03-10,09:32:44,Outbound,USER DID NOT ANSWER,0,0s,WAT-008478,Write-off,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,4525,
CL-8405,2026-03-10 09:33:06,2026-03-10,09:33:06,Outbound,NO CUSTOMER SPEECH,3,0m 3s,WAT-009792,NPA,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,1453,
CL-8378,2026-03-10 09:46:03,2026-03-10,09:46:03,Outbound,DECLINED BY USER,0,0s,WAT-001257,NPA,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,1836,
CL-8416,2026-03-10 10:12:21,2026-03-10,10:12:21,Outbound,FINISHED,49,0m 49s,WAT-007532,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,Neutral,No PTP,0,1803,4.2
CL-8395,2026-03-10 10:16:54,2026-03-10,10:16:54,Outbound,USER DID NOT ANSWER,0,0s,WAT-000238,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,885,
CL-8429,2026-03-10 10:22:53,2026-03-10,10:22:53,Outbound,DECLINED BY USER,14,0m 14s,WAT-007422,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1390,
CL-8388,2026-03-10 10:31:25,2026-03-10,10:31:25,Outbound,FINISHED,58,0m 58s,WAT-003448,Write-off,AI-BOT,AI Voice Bot,AI,Negative,No PTP,0,1767,2.3
CL-8412,2026-03-10 10:37:32,2026-03-10,10:37:32,Outbound,USER DID NOT ANSWER,0,0s,WAT-004841,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,3687,
CL-8392,2026-03-10 11:02:03,2026-03-10,11:02:03,Outbound,NO CUSTOMER SPEECH,10,0m 10s,WAT-000398,Write-off,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1067,
CL-8427,2026-03-10 11:06:18,2026-03-10,11:06:18,Outbound,FINISHED,98,1m 38s,WAT-008440,61-90 DPD,AGT-012,Nora Al-Khalid,Human,Neutral,PTP Captured,77100,1974,5.0
CL-8422,2026-03-10 11:30:46,2026-03-10,11:30:46,Outbound,DECLINED BY USER,41,0m 41s,WAT-003918,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2128,
CL-8417,2026-03-10 11:44:14,2026-03-10,11:44:14,Outbound,DECLINED BY USER,14,0m 14s,WAT-003068,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,636,
CL-8420,2026-03-10 11:50:57,2026-03-10,11:50:57,Outbound,FINISHED,85,1m 25s,WAT-009399,1-30 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,255100,2345,4.3
